CFW_ID,ORG_ID,ORGTYPE_ID,BLANK
"1AD-CFW","377-HVY-TRKCO","CORPS-OTHER",
"1AD-CFW","4-1-FABN","3-BDE-1-AD-OGT",
"1AD-CFW","4-1-FABN","FABN",
"1AD-CFW","4-27-FABN","2-BDE-1-AD-OGT",
"1AD-CFW","4-27-FABN","FABN",
"1AD-CFW","40-ENGBN","2-BDE-1-AD-OGT",
"1AD-CFW","40-ENGBN","ENGBN",
"1AD-CFW","406-SUPPLYCO","7-CSG-OGT",
"1AD-CFW","406-SUPPLYCO","CORPS-SUPPLYCO",
"1AD-CFW","41-FABDE","5-CORPS-ARTY-OGT",
"1AD-CFW","41-FABDE","FABDE",
"1AD-CFW","41-POL-TRKCO","7-CSG-OGT",
"1AD-CFW","41-POL-TRKCO","CORPS-OTHER",
"1AD-CFW","416-POL-TRKCO","37-TRANSGP-OGT",
"1AD-CFW","416-POL-TRKCO","THEATER-OTHER",
"1AD-CFW","452-ORDCO","7-CSG-OGT",
"1AD-CFW","452-ORDCO","CORPS-OTHER",
"1AD-CFW","47-FSB","2-BDE-1-AD-OGT",
"1AD-CFW","47-FSB","FSB",
"1AD-CFW","485-CSB","16-CSG-OGT",
"1AD-CFW","485-CSB","CSB",
"1AD-CFW","5-CORPS","CORPS-HQ",
"1AD-CFW","5-CORPS-ARTY","5-CORPS-ARTY-OGT",
"1AD-CFW","5-CORPS-ARTY","CORPS-ARTY",
"1AD-CFW","5-CORPS-REAR","5-CORPS-REAR-OGT",
"1AD-CFW","5-CORPS-REAR","CORPS-REAR",
"1AD-CFW","5-MAINTCO","29-SPTGP-OGT",
"1AD-CFW","5-MAINTCO","THEATER-OTHER",
"1AD-CFW","501-FSB","1-BDE-1-AD-OGT",
"1AD-CFW","501-FSB","FSB",
"1AD-CFW","501-MIBN-CEWI","1-AD-DIV-OGT",
"1AD-CFW","501-MIBN-CEWI","DIV-OTHER",
"1AD-CFW","501-MPCO","1-AD-DIV-OGT",
"1AD-CFW","501-MPCO","DIV-OTHER",
"1AD-CFW","51-MAINTBN","29-SPTGP-OGT",
"1AD-CFW","51-MAINTBN","THEATER-MAINTBN",
"1AD-CFW","51-MDM-TRKCO","7-CSG-OGT",
"1AD-CFW","51-MDM-TRKCO","CORPS-OTHER",
"1AD-CFW","512-MAINTCO","29-SPTGP-OGT",
"1AD-CFW","512-MAINTCO","THEATER-OTHER",
"1AD-CFW","515-POL-TRKCO","7-CSG-OGT",
"1AD-CFW","515-POL-TRKCO","CORPS-OTHER",
"1AD-CFW","52-ENGBN-CBTHVY","5-CORPS-REAR-OGT",
"1AD-CFW","52-ENGBN-CBTHVY","CORPS-ENGBN",
"1AD-CFW","529-ORDCO","7-CSG-OGT",
"1AD-CFW","529-ORDCO","CORPS-OTHER",
"1AD-CFW","541-POL-TRKCO","7-CSG-OGT",
"1AD-CFW","541-POL-TRKCO","CORPS-OTHER",
"1AD-CFW","561-SSBN","7-CSG-OGT",
"1AD-CFW","561-SSBN","CORPS-OTHER",
"1AD-CFW","565-RPRPTCO","7-CSG-OGT",
"1AD-CFW","565-RPRPTCO","CORPS-RPRPTCO",
"1AD-CFW","574-SSCO","29-SPTGP-OGT",
"1AD-CFW","574-SSCO","THEATER-SSCO",
"1AD-CFW","584-MAINTCO","7-CSG-OGT",
"1AD-CFW","584-MAINTCO","CORPS-OTHER",
"1AD-CFW","588-MAINTCO","16-CSG-OGT",
"1AD-CFW","588-MAINTCO","CORPS-MAINTCO",
"1AD-CFW","592-ORDCO","16-CSG-OGT",
"1AD-CFW","592-ORDCO","CORPS-ORD-MGR",
"1AD-CFW","594-MDM-TRKCO","16-CSG-OGT",
"1AD-CFW","594-MDM-TRKCO","CORPS-OTHER",
"1AD-CFW","596-MAINTCO","16-CSG-OGT",
"1AD-CFW","596-MAINTCO","CORPS-MAINTCO",
"1AD-CFW","597-MAINTCO","7-CSG-OGT",
"1AD-CFW","597-MAINTCO","CORPS-MAINTCO",
"1AD-CFW","6-TCBN","37-TRANSGP-OGT",
"1AD-CFW","6-TCBN","THEATER-POL-TCBN",
"1AD-CFW","632-MAINTCO","37-TRANSGP-OGT",
"1AD-CFW","632-MAINTCO","THEATER-OTHER",
"1AD-CFW","66-MDM-TRKCO","37-TRANSGP-OGT",
"1AD-CFW","66-MDM-TRKCO","THEATER-OTHER",
"1AD-CFW","68-MDM-TRKCO","37-TRANSGP-OGT",
"1AD-CFW","68-MDM-TRKCO","THEATER-OTHER",
"1AD-CFW","69-ADABDE","5-CORPS-REAR-OGT",
"1AD-CFW","69-ADABDE","CORPS-OTHER",
"1AD-CFW","69-CHEMCO","1-AD-DIV-OGT",
"1AD-CFW","69-CHEMCO","DIV-OTHER",
"1AD-CFW","7-CSG","7-CSG-OGT",
"1AD-CFW","7-CSG","CSG",
"1AD-CFW","7-TCGP-TPTDD","21-TSC-OGT",
"1AD-CFW","7-TCGP-TPTDD","THEATER-OTHER",
"1AD-CFW","70-ENGBN","3-BDE-1-AD-OGT",
"1AD-CFW","70-ENGBN","ENGBN",
"1AD-CFW","702-EODDET","29-SPTGP-OGT",
"1AD-CFW","702-EODDET","THEATER-OTHER",
"1AD-CFW","71-MAINTBN","7-CSG-OGT",
"1AD-CFW","71-MAINTBN","CORPS-MAINTBN",
"1AD-CFW","71-ORDCO","7-CSG-OGT",
"1AD-CFW","71-ORDCO","CORPS-OTHER",
"1AD-CFW","720-EODDET","29-SPTGP-OGT",
"1AD-CFW","720-EODDET","THEATER-OTHER",
"1AD-CFW","77-MAINTCO","16-CSG-OGT",
"1AD-CFW","77-MAINTCO","CORPS-MAINTCO",
"1AD-CFW","900-POL-SUPPLYCO","7-CSG-OGT",
"1AD-CFW","900-POL-SUPPLYCO","CORPS-POL-SUPPLYCO",
"1AD-CFW","AVNBDE-1-AD","AVNBDE",
"1AD-CFW","AVNBDE-1-AD","AVNBDE-1-AD-OGT",
"1AD-CFW","AWR-2","AWR",
"1AD-CFW","DISCOM-1-AD","DISCOM-1-AD-OGT",
"1AD-CFW","DISCOM-1-AD","DISCOM-HQ",
"1AD-CFW","DIVARTY-1-AD","DIVARTY",
"1AD-CFW","DIVARTY-1-AD","DIVARTY-1-AD-OGT",
"1AD-CFW","DLAHQ","CONUS-DLA-SUPPLY",
"1AD-CFW","FORSCOM","CONUS-FORSCOM",
"1AD-CFW","HNS","THEATER-HNS",
"1AD-CFW","JSRCMDSE","CMD-PASS-THRU",
"1AD-CFW","NATO","CMD-PASS-THRU",
"1AD-CFW","NCA","CONUS-NCA",
"1AD-CFW","OSC","CONUS-ORD-SUPPLY",
"1AD-CFW","RSA","THEATER-OTHER",
"1AD-CFW","USAEUR","ARMY-HQ",
"1AD-CFW","USEUCOM","CMD-PASS-THRU",
"TRANSCOM-CFW","CONUSGround","TRANSCOM-CONUSGround",
"TRANSCOM-CFW","GlobalAir","TRANSCOM-GlobalAir",
"TRANSCOM-CFW","GlobalSea","TRANSCOM-GlobalSea",
"TRANSCOM-CFW","PlanePacker","TRANSCOM-PlanePacker",
"TRANSCOM-CFW","ShipPacker","TRANSCOM-ShipPacker",
"TRANSCOM-CFW","TRANSCOM","TRANSCOM-HQ",
"TRANSCOM-CFW","TheaterGround","TRANSCOM-TheaterGround",
"TRANSCOM-STUB-CFW","TRANSCOM","TRANSCOM-HQ",
