COMPONENT_LIB_ID,COMPONENT_TYPE,COMPONENT_CLASS,INSERTION_POINT,DESCRIPTION,BLANK
"1-BDE-1-AD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-BDE-1-AD",
"2-37-ARBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-37-ARBN",
"1-36-INFBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-36-INFBN",
"1-37-ARBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-37-ARBN",
"16-ENGBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","16-ENGBN",
"2-3-FABN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-3-FABN",
"501-FSB","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","501-FSB",
"2-BDE-1-AD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-BDE-1-AD",
"1-6-INFBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-6-INFBN",
"2-6-INFBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-6-INFBN",
"1-35-ARBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-35-ARBN",
"40-ENGBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","40-ENGBN",
"4-27-FABN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","4-27-FABN",
"47-FSB","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","47-FSB",
"3-BDE-1-AD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","3-BDE-1-AD",
"1-13-ARBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-13-ARBN",
"1-41-INFBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-41-INFBN",
"2-70-ARBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-70-ARBN",
"70-ENGBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","70-ENGBN",
"4-1-FABN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","4-1-FABN",
"125-FSB","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","125-FSB",
"DIVARTY-1-AD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","DIVARTY-1-AD",
"25-FABTRY-TGTACQ","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","25-FABTRY-TGTACQ",
"1-94-FABN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-94-FABN",
"DISCOM-1-AD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","DISCOM-1-AD",
"123-MSB","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","123-MSB",
"AVNBDE-1-AD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","AVNBDE-1-AD",
"1-1-CAVSQDN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-1-CAVSQDN",
"1-501-AVNBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-501-AVNBN",
"2-501-AVNBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-501-AVNBN",
"127-DASB","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","127-DASB",
"16-CSG","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","16-CSG",
"485-CSB","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","485-CSB",
"596-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","596-MAINTCO",
"26-SSCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","26-SSCO",
"588-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","588-MAINTCO",
"592-ORDCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","592-ORDCO",
"102-POL-SUPPLYCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","102-POL-SUPPLYCO",
"18-MAINTBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","18-MAINTBN",
"77-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","77-MAINTCO",
"226-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","226-MAINTCO",
"263-FLDSVC-CO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","263-FLDSVC-CO",
"227-SUPPLYCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","227-SUPPLYCO",
"106-TCBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","106-TCBN",
"594-MDM-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","594-MDM-TRKCO",
"372-CGO-TRANSCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","372-CGO-TRANSCO",
"15-PLS-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","15-PLS-TRKCO",
"238-POL-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","238-POL-TRKCO",
"3-SUPCOM-HQ","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","3-SUPCOM-HQ",
"208-SCCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","208-SCCO",
"27-TCBN-MVTCTRL","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","27-TCBN-MVTCTRL",
"19-MMC","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","19-MMC",
"7-CSG","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","7-CSG",
"71-MAINTBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","71-MAINTBN",
"240-SSCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","240-SSCO",
"317-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","317-MAINTCO",
"597-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","597-MAINTCO",
"565-RPRPTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","565-RPRPTCO",
"71-ORDCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","71-ORDCO",
"561-SSBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","561-SSBN",
"541-POL-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","541-POL-TRKCO",
"584-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","584-MAINTCO",
"181-TCBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","181-TCBN",
"377-HVY-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","377-HVY-TRKCO",
"41-POL-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","41-POL-TRKCO",
"51-MDM-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","51-MDM-TRKCO",
"316-POL-SUPPLYBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","316-POL-SUPPLYBN",
"900-POL-SUPPLYCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","900-POL-SUPPLYCO",
"515-POL-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","515-POL-TRKCO",
"125-ORDBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","125-ORDBN",
"452-ORDCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","452-ORDCO",
"529-ORDCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","529-ORDCO",
"5-CORPS-REAR","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","5-CORPS-REAR",
"11-AVN-RGT","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","11-AVN-RGT",
"12-AVNBDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","12-AVNBDE",
"130-ENGBDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","130-ENGBDE",
"52-ENGBN-CBTHVY","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","52-ENGBN-CBTHVY",
"244-ENGBN-CBTHVY","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","244-ENGBN-CBTHVY",
"69-ADABDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","69-ADABDE",
"286-ADA-SCCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","286-ADA-SCCO",
"18-MPBDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","18-MPBDE",
"205-MIBDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","205-MIBDE",
"30-MEDBDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","30-MEDBDE",
"22-SIGBDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","22-SIGBDE",
"5-CORPS-ARTY","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","5-CORPS-ARTY",
"41-FABDE","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","41-FABDE",
"2-4-FABN-MLRS","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","2-4-FABN-MLRS",
"1-27-FABN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","1-27-FABN",
"3-13-FABN-155","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","3-13-FABN-155",
"21-TSC-HQ","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","21-TSC-HQ",
"AWR-2","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","AWR-2",
"200-MMC","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","200-MMC",
"RSA","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","RSA",
"7-TCGP-TPTDD","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","7-TCGP-TPTDD",
"29-SPTGP","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","29-SPTGP",
"51-MAINTBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","51-MAINTBN",
"512-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","512-MAINTCO",
"574-SSCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","574-SSCO",
"5-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","5-MAINTCO",
"343-SUPPLYCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","343-SUPPLYCO",
"18-PERISH-SUBPLT","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","18-PERISH-SUBPLT",
"191-ORDBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","191-ORDBN",
"23-ORDCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","23-ORDCO",
"702-EODDET","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","702-EODDET",
"720-EODDET","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","720-EODDET",
"24-ORDCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","24-ORDCO",
"37-TRANSGP","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","37-TRANSGP",
"28-TCBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","28-TCBN",
"66-MDM-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","66-MDM-TRKCO",
"68-MDM-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","68-MDM-TRKCO",
"109-MDM-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","109-MDM-TRKCO",
"6-TCBN","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","6-TCBN",
"416-POL-TRKCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","416-POL-TRKCO",
"110-POL-SUPPLYCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","110-POL-SUPPLYCO",
"632-MAINTCO","agent","org.cougaar.core.agent.SimpleAgent","Node.AgentManager.Agent","632-MAINTCO",
"1AD_TINY","node","org.cougaar.core.node.Node","Node","Added node",
"plugin|org.cougaar.logistics.plugin.inventory.LogisticsOPlanPlugin","plugin","org.cougaar.logistics.plugin.inventory.LogisticsOPlanPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Inventory Management Plugin",
"plugin|org.cougaar.logistics.plugin.inventory.InventoryPlugin|Subsistence","plugin","org.cougaar.logistics.plugin.inventory.InventoryPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Inventory Management Plugin",
"plugin|org.cougaar.logistics.plugin.inventory.InventoryPlugin|BulkPOL","plugin","org.cougaar.logistics.plugin.inventory.InventoryPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Inventory Management Plugin",
"plugin|org.cougaar.logistics.plugin.inventory.InventoryPlugin|PackagedPOL","plugin","org.cougaar.logistics.plugin.inventory.InventoryPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Inventory Management Plugin",
"plugin|org.cougaar.logistics.plugin.inventory.InventoryPlugin|Ammunition","plugin","org.cougaar.logistics.plugin.inventory.InventoryPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Inventory Management Plugin",
"plugin|org.cougaar.logistics.plugin.inventory.InventoryPlugin|Consumable","plugin","org.cougaar.logistics.plugin.inventory.InventoryPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Inventory Management Plugin",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogMEILDMPlugin","plugin","org.cougaar.logistics.plugin.demand.projection.LogMEILDMPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Provides MEI asset prototypes & PGs from database",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogPartsLDMPlugin","plugin","org.cougaar.logistics.plugin.demand.projection.LogPartsLDMPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Provides Part asset prototypes & PGs from database",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogClassIConsumerLDMPlugin","plugin","org.cougaar.logistics.plugin.demand.projection.LogClassIConsumerLDMPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Subsistence Consumer LDM",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogClassILDMPlugin","plugin","org.cougaar.logistics.plugin.demand.projection.LogClassILDMPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Subsistence LDM",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin|Ammunition","plugin","org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: Ammunition",
"plugin|org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin|Ammunition","plugin","org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: Ammunition",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin|BulkPOL","plugin","org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: BulkPOL",
"plugin|org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin|BulkPOL","plugin","org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: BulkPOL",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin|PackagedPOL","plugin","org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: PackagedPOL",
"plugin|org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin|PackagedPOL","plugin","org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: PackagedPOL",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin|Consumable","plugin","org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: Consumable",
"plugin|org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin|Consumable","plugin","org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: Consumable",
"plugin|org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin|Subsistence","plugin","org.cougaar.logistics.plugin.demand.projection.LogProjectionPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: Subsistence",
"plugin|org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin|Subsistence","plugin","org.cougaar.logistics.plugin.demand.execution.LogSupplyPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Supply Projector Plugin: Subsistence",
"plugin|mil.darpa.log.alpine.blackjack.plugins.TransportAggregatorPlugin","plugin","mil.darpa.log.alpine.blackjack.plugins.TransportAggregatorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Transport Aggregator (Obsolete)",
"plugin|mil.darpa.log.alpine.blackjack.plugins.TransportAllocatorPlugin","plugin","mil.darpa.log.alpine.blackjack.plugins.TransportAllocatorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Transport Allocator",
"plugin|mil.darpa.log.alpine.blackjack.plugins.TransportExpanderPlugin","plugin","mil.darpa.log.alpine.blackjack.plugins.TransportExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Transport Expander",
"plugin|org.cougaar.logistics.plugin.packer.ALAmmoPacker","plugin","org.cougaar.logistics.plugin.packer.ALAmmoPacker","Node.AgentManager.Agent.PluginManager.Plugin","Packs ammo",
"plugin|org.cougaar.logistics.plugin.trans.AmmoLowFidelityExpanderPlugin","plugin","org.cougaar.logistics.plugin.trans.AmmoLowFidelityExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Low-fi supply transport expander",
"plugin|org.cougaar.logistics.plugin.trans.AmmoProjectionExpanderPlugin","plugin","org.cougaar.logistics.plugin.trans.AmmoProjectionExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Project supply transport expander",
"plugin|org.cougaar.mlm.construction.ConstructionInventoryPlugin","plugin","org.cougaar.mlm.construction.ConstructionInventoryPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Construction Inventory Plugin",
"plugin|org.cougaar.mlm.construction.ConstructionProjectionPlugin","plugin","org.cougaar.mlm.construction.ConstructionProjectionPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Construction Projection Plugin",
"plugin|org.cougaar.mlm.construction.DTConstructionExpanderPlugin","plugin","org.cougaar.mlm.construction.DTConstructionExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Construction Expander Plugin",
"plugin|org.cougaar.mlm.plugin.generic.GenericTablePlugin","plugin","org.cougaar.mlm.plugin.generic.GenericTablePlugin","Node.AgentManager.Agent.PluginManager.Plugin","Rule based allocator Plugin. Uses %ALLOCATION_RULE%",
"plugin|org.cougaar.mlm.plugin.generic.PropagationPlugin","plugin","org.cougaar.mlm.plugin.generic.PropagationPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Rule based policy propagation Plugin. Uses %PROPAG",
"plugin|org.cougaar.mlm.plugin.generic.UniversalExpanderPlugin","plugin","org.cougaar.mlm.plugin.generic.UniversalExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Generic Universal Expander Plugin - Specialized for construction??",
"plugin|org.cougaar.mlm.plugin.ldm.GetOplanPlugin","plugin","org.cougaar.mlm.plugin.ldm.GetOplanPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Redeems the Oplan coupon",
"plugin|org.cougaar.mlm.plugin.ldm.LDMSQLPlugin","plugin","org.cougaar.mlm.plugin.ldm.LDMSQLPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Creates assets based on results of an SQL query",
"plugin|org.cougaar.logistics.plugin.policy.LogisticsPolicyManagerPlugin","plugin","org.cougaar.logistics.plugin.policy.LogisticsPolicyManagerPlugin","Node.AgentManager.Agent.PluginManager.Plugin","An instance of an LDMPlugin that reads a Cluster's",
"plugin|org.cougaar.mlm.plugin.organization.GLSAllocatorPlugin","plugin","org.cougaar.mlm.plugin.organization.GLSAllocatorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Expands GLS task for each subordinate and allocate",
"plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin","plugin","org.cougaar.mlm.plugin.organization.GLSExpanderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Expands GLS task",
"plugin|org.cougaar.mlm.plugin.organization.GLSInitServlet","plugin","org.cougaar.mlm.plugin.organization.GLSInitServlet","Node.AgentManager.Agent.PluginManager.Plugin","Initializes GLS",
"plugin|org.cougaar.mlm.plugin.organization.OrgReportPlugin","plugin","org.cougaar.mlm.plugin.organization.OrgReportPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Subscribes to RFD tasks and RFS tasks and generate",
"plugin|org.cougaar.mlm.plugin.organization.OrgRTDataPlugin","plugin","org.cougaar.mlm.plugin.organization.OrgRTDataPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Reads *-prototype-ini.dat; creates org assets, RFD",
"plugin|org.cougaar.mlm.plugin.organization.OrgTPRTDataPlugin","plugin","org.cougaar.mlm.plugin.organization.OrgTPRTDataPlugin","Node.AgentManager.Agent.PluginManager.Plugin","TimePhased version. Reads *-prototype-ini.dat and *-relationship.ini. creates org assets, RFD",
"plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin","plugin","org.cougaar.mlm.plugin.organization.OrgDataPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Creates org assets, RFD (Replaces OrgRTDataPlugin and OrgTPRTDataPlugin",
"plugin|org.cougaar.community.CommunityPlugin","plugin","org.cougaar.community.CommunityPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Interface between blackboard and CommunityService",
"plugin|org.cougaar.mlm.plugin.sample.StrategicTransportProjectorPlugin","plugin","org.cougaar.mlm.plugin.sample.StrategicTransportProjectorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Projects Strategic Transport requirements",
"plugin|org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin","plugin","org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Universal Allocator",
"plugin|org.cougaar.mlm.plugin.xml.XMLPrototypeProviderPlugin","plugin","org.cougaar.mlm.plugin.xml.XMLPrototypeProviderPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Provides asset prototypes & PGs from xml files",
"plugin|org.cougaar.planning.ldm.trigger.TriggerManagerPlugin","plugin","org.cougaar.planning.ldm.trigger.TriggerManagerPlugin","Node.AgentManager.Agent.PluginManager.Plugin","This plugin manages triggers that have been create",
"plugin|org.cougaar.logistics.plugin.trans.GroundVishnuPlugin","plugin","org.cougaar.logistics.plugin.trans.GroundVishnuPlugin","Node.AgentManager.Agent.PluginManager.Plugin","Vishnu Ground Transportation Plugin",
