CFW_ID,PLUGIN_GROUP_ID,PLUGIN_ID,PLUGIN_CLASS_ORDER,BLANK
"1AD-CFW","PrototypeProvider","org.cougaar.mlm.plugin.xml.XMLPrototypeProviderPlugin",0.000000000000000000000000000000,
"1AD-CFW","Sourcing","org.cougaar.mlm.plugin.generic.GenericTablePlugin",1.000000000000000000000000000000,
"1AD-CFW","Sourcing","org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin",0.000000000000000000000000000000,
"1AD-CFW","StrategicTransport","org.cougaar.mlm.plugin.sample.StrategicTransportProjectorPlugin",0.000000000000000000000000000000,
"1AD-CFW","SubsistenceAssets","org.cougaar.logistics.ldm.ClassIConsumerPrototypeProvider",2.000000000000000000000000000000,
"1AD-CFW","SubsistenceAssets","org.cougaar.logistics.ldm.ClassIPartsPrototypeProvider",3.000000000000000000000000000000,
"1AD-CFW","TheaterConstruction","org.cougaar.mlm.construction.ConstructionInventoryPlugin",1.000000000000000000000000000000,
"1AD-CFW","AmmoPacking","org.cougaar.logistics.plugin.packer.ALAmmoPacker",0.000000000000000000000000000000,
"1AD-CFW","AmmoPacking","org.cougaar.logistics.plugin.trans.AmmoLowFidelityExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","AmmoPacking","org.cougaar.logistics.plugin.trans.AmmoProjectionExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","AmmoPacking","org.cougaar.mlm.plugin.generic.GenericTablePlugin",1.000000000000000000000000000000,
"1AD-CFW","AntsAssets","org.cougaar.logistics.ldm.MEIPrototypeProvider",1.000000000000000000000000000000,
"1AD-CFW","AntsAssets","org.cougaar.logistics.ldm.PartsPrototypeProvider",2.000000000000000000000000000000,
"1AD-CFW","BlackJack-Sourcing","org.cougaar.mlm.plugin.generic.GenericTablePlugin",0.000000000000000000000000000000,
"1AD-CFW","ConstructionExpander","org.cougaar.mlm.construction.DTConstructionExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","PolicyManager","org.cougaar.logistics.plugin.policy.LogisticsPolicyManagerPlugin",1.000000000000000000000000000000,
"1AD-CFW","GenericTableAllocator","org.cougaar.mlm.plugin.generic.GenericTablePlugin",1.000000000000000000000000000000,
"1AD-CFW","GLS","org.cougaar.mlm.plugin.ldm.OplanReaderPlugin",2.000000000000000000000000000000,
"1AD-CFW","GLS","org.cougaar.mlm.plugin.organization.GLSAllocatorPlugin",1.000000000000000000000000000000,
"1AD-CFW","GLS","org.cougaar.mlm.plugin.organization.GLSExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","GLSInit","org.cougaar.mlm.plugin.organization.GLSAllocatorPlugin",4.000000000000000000000000000000,
"1AD-CFW","GLSInit","org.cougaar.mlm.plugin.organization.GLSExpanderPlugin",3.000000000000000000000000000000,
"1AD-CFW","GLSInit","org.cougaar.mlm.plugin.organization.GLSInitServlet",0.000000000000000000000000000000,
"1AD-CFW","GLSInit","org.cougaar.mlm.plugin.ldm.OplanReaderPlugin",2.000000000000000000000000000000,
"1AD-CFW","ICP","org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin",0.000000000000000000000000000000,
"1AD-CFW","InventoryManagement","org.cougaar.logistics.plugin.inventory.InventoryPlugin|Ammunition",0.000000000000000000000000000000,
"1AD-CFW","InventoryManagement","org.cougaar.logistics.plugin.inventory.InventoryPlugin|BulkPOL",1.000000000000000000000000000000,
"1AD-CFW","InventoryManagement","org.cougaar.logistics.plugin.inventory.InventoryPlugin|PackagedPOL",2.000000000000000000000000000000,
"1AD-CFW","InventoryManagement","org.cougaar.logistics.plugin.inventory.InventoryPlugin|Consumable",3.000000000000000000000000000000,
"1AD-CFW","InventoryManagement","org.cougaar.logistics.plugin.inventory.InventoryPlugin|Subsistence",4.000000000000000000000000000000,
"1AD-CFW","InventoryManagement","org.cougaar.logistics.plugin.inventory.LogisticsOPlanPlugin",4.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandForecastPlugin|Ammunition",0.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandForecastPlugin|BulkPOL",1.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandForecastPlugin|PackagedPOL",2.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandForecastPlugin|Consumable",3.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandGeneratorPlugin|Ammunition",4.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandGeneratorPlugin|BulkPOL",5.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandGeneratorPlugin|PackagedPOL",6.000000000000000000000000000000,
"1AD-CFW","Demand","org.cougaar.logistics.plugin.demand.DemandGeneratorPlugin|Consumable",7.000000000000000000000000000000,
"1AD-CFW","SubsistenceDemand","org.cougaar.logistics.plugin.demand.DemandForecastPlugin|Subsistence",0.000000000000000000000000000000,
"1AD-CFW","SubsistenceDemand","org.cougaar.logistics.plugin.demand.DemandGeneratorPlugin|Subsistence",1.000000000000000000000000000000,
"DLA-SUPPLIERS-CFW","PrototypeProvider","org.cougaar.mlm.plugin.xml.XMLPrototypeProviderPlugin",0.000000000000000000000000000000,
