CFW_ID,PLUGIN_GROUP_ID,PLUGIN_ID,PLUGIN_CLASS_ORDER,BLANK
"TRANSCOM-STUB-CFW","Org","org.cougaar.mlm.plugin.organization.OrgDataPlugin",0.000000000000000000000000000000,
"TRANSCOM-STUB-CFW","Org","org.cougaar.mlm.plugin.organization.OrgReportPlugin",1.000000000000000000000000000000,
"TRANSCOM-STUB-CFW","PolicyTransfer","org.cougaar.mlm.plugin.generic.PropagationPlugin",0.000000000000000000000000000000,
"TRANSCOM-STUB-CFW","StrategicTransportProvider","org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_ShipPacker","org.cougaar.logistics.plugin.trans.SeaVishnuPlugin",1.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_ShipPacker","org.cougaar.logistics.plugin.trans.TransportAllocatorPlugin",2.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_ShipPacker","org.cougaar.logistics.plugin.trans.SeaTransportExpanderPlugin",3.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_TRANSCOM","org.cougaar.logistics.plugin.trans.base.GLMTransOneToManyExpanderPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_TRANSCOM","org.cougaar.logistics.plugin.trans.TranscomVishnuPlugin",1.000000000000000000000000000000,
"TRANSCOM-CFW","Org","org.cougaar.mlm.plugin.organization.OrgDataPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","Org","org.cougaar.mlm.plugin.organization.OrgReportPlugin",1.000000000000000000000000000000,
"1AD-CFW","TheaterTransportProviderVishnu","mil.darpa.log.alpine.blackjack.plugins.TransportAllocatorPlugin",2.000000000000000000000000000000,
"1AD-CFW","TheaterTransportProviderVishnu","mil.darpa.log.alpine.blackjack.plugins.TransportExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","TheaterTransportProviderVishnu","org.cougaar.logistics.plugin.trans.GroundVishnuPlugin",1.000000000000000000000000000000,
"1AD-CFW","TriggerManager","org.cougaar.planning.ldm.trigger.TriggerManagerPlugin",0.000000000000000000000000000000,
"1AD-CFW","UniversalAllocator","org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin",0.000000000000000000000000000000,
"1AD-CFW","UniversalExpander","org.cougaar.mlm.plugin.generic.UniversalExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","XMLAssetPrototype","org.cougaar.mlm.plugin.xml.XMLPrototypeProviderPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_AssetInstance","org.cougaar.lib.plugin.UTILLdmXMLPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_GlobalAir","org.cougaar.logistics.plugin.trans.SequentialGlobalAirPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_GlobalSea","org.cougaar.logistics.plugin.trans.SequentialGlobalSeaPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_GroundTransport","org.cougaar.logistics.plugin.trans.GroundTransportAllocatorPlugin",2.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_GroundTransport","org.cougaar.logistics.plugin.trans.GroundVishnuPlugin",1.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_GroundTransport","org.cougaar.logistics.plugin.trans.TransportExpanderPlugin",0.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_PlanePacker","org.cougaar.logistics.plugin.trans.GenericVishnuPlugin",1.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_PlanePacker","org.cougaar.logistics.plugin.trans.TransportAllocatorPlugin",2.000000000000000000000000000000,
"TRANSCOM-CFW","GLMTrans_PlanePacker","org.cougaar.logistics.plugin.trans.TransportExpanderPlugin",0.000000000000000000000000000000,
"1AD-CFW","TheaterTransportProvider","org.cougaar.mlm.plugin.sample.UniversalAllocatorPlugin",1.000000000000000000000000000000,
"1AD-CFW","LDMSQLAssets","org.cougaar.mlm.plugin.ldm.LDMSQLPlugin",0.000000000000000000000000000000,
"1AD-CFW","Org","org.cougaar.mlm.plugin.organization.OrgDataPlugin",0.000000000000000000000000000000,
"1AD-CFW","Org","org.cougaar.mlm.plugin.organization.OrgReportPlugin",1.000000000000000000000000000000,
"1AD-CFW","Community","org.cougaar.community.CommunityPlugin",0.000000000000000000000000000000,
"1AD-CFW","PartsAssets","org.cougaar.logistics.ldm.PartsPrototypeProvider",0.000000000000000000000000000000,
"1AD-CFW","PolicyTransfer","org.cougaar.mlm.plugin.generic.PropagationPlugin",0.000000000000000000000000000000,
"1AD-CFW","PrepoAssets","org.cougaar.mlm.plugin.xml.XMLPrototypeProviderPlugin",0.000000000000000000000000000000,
