COMPONENT_ALIB_ID,COMPONENT_NAME,COMPONENT_LIB_ID,COMPONENT_TYPE,CLONE_SET_ID,BLANK
4-1-FABN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,4-1-FABN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
4-27-FABN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,4-27-FABN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
40-ENGBN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,40-ENGBN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
41-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,41-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
416-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,416-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
452-ORDCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,452-ORDCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
5-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,5-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
501-FSB|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,501-FSB|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
501-MIBN-CEWI|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,501-MIBN-CEWI|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
501-MPCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,501-MPCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
51-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,51-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
512-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,512-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
515-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,515-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
529-ORDCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,529-ORDCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
541-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,541-POL-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
561-SSBN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,561-SSBN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
584-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,584-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
588-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,588-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
594-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,594-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
596-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,596-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
632-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,632-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
66-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,66-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
68-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,68-MDM-TRKCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
69-ADABDE|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,69-ADABDE|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
69-CHEMCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,69-CHEMCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
7-TCGP-TPTDD|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,7-TCGP-TPTDD|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
70-ENGBN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,70-ENGBN|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
702-EODDET|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,702-EODDET|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
71-ORDCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,71-ORDCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
720-EODDET|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,720-EODDET|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
77-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,77-MAINTCO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
AVNBDE-1-AD|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,AVNBDE-1-AD|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
DIVARTY-1-AD|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,DIVARTY-1-AD|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
JSRCMDSE|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,JSRCMDSE|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
NATO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,NATO|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
RSA|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,RSA|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin|org.cougaar.mlm.plugin.organization.GLSExpanderPlugin,plugin,0,
NCA|org.cougaar.mlm.plugin.organization.GLSInitServlet,NCA|org.cougaar.mlm.plugin.organization.GLSInitServlet,plugin|org.cougaar.mlm.plugin.organization.GLSInitServlet,plugin,0,
NCA|org.cougaar.mlm.plugin.ldm.OplanReaderPlugin,NCA|org.cougaar.mlm.plugin.ldm.OplanReaderPlugin,plugin|org.cougaar.mlm.plugin.ldm.OplanReaderPlugin,plugin,0,
1-35-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-35-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-6-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-6-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
102-POL-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,102-POL-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
106-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,106-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
110-POL-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,110-POL-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
123-MSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,123-MSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
16-CSG|org.cougaar.mlm.plugin.organization.OrgDataPlugin,16-CSG|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
18-MAINTBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,18-MAINTBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
191-ORDBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,191-ORDBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
2-BDE-1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,2-BDE-1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
21-TSC-HQ|org.cougaar.mlm.plugin.organization.OrgDataPlugin,21-TSC-HQ|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
227-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,227-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
28-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,28-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
29-SPTGP|org.cougaar.mlm.plugin.organization.OrgDataPlugin,29-SPTGP|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
3-SUPCOM-HQ|org.cougaar.mlm.plugin.organization.OrgDataPlugin,3-SUPCOM-HQ|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
343-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,343-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
37-TRANSGP|org.cougaar.mlm.plugin.organization.OrgDataPlugin,37-TRANSGP|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
47-FSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,47-FSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
485-CSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,485-CSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
5-CORPS|org.cougaar.mlm.plugin.organization.OrgDataPlugin,5-CORPS|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
51-MAINTBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,51-MAINTBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
565-RPRPTCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,565-RPRPTCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
592-ORDCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,592-ORDCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
6-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,6-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
7-CSG|org.cougaar.mlm.plugin.organization.OrgDataPlugin,7-CSG|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
71-MAINTBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,71-MAINTBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
AWR-2|org.cougaar.mlm.plugin.organization.OrgDataPlugin,AWR-2|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
DISCOM-1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,DISCOM-1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
DLAHQ|org.cougaar.mlm.plugin.organization.OrgDataPlugin,DLAHQ|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
HNS|org.cougaar.mlm.plugin.organization.OrgDataPlugin,HNS|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
NCA|org.cougaar.mlm.plugin.organization.OrgDataPlugin,NCA|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
OSC|org.cougaar.mlm.plugin.organization.OrgDataPlugin,OSC|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
TRANSCOM|org.cougaar.mlm.plugin.organization.OrgDataPlugin,TRANSCOM|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
USAEUR|org.cougaar.mlm.plugin.organization.OrgDataPlugin,USAEUR|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
USEUCOM|org.cougaar.mlm.plugin.organization.OrgDataPlugin,USEUCOM|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
CONUSGround|org.cougaar.mlm.plugin.organization.OrgDataPlugin,CONUSGround|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
GlobalAir|org.cougaar.mlm.plugin.organization.OrgDataPlugin,GlobalAir|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
GlobalSea|org.cougaar.mlm.plugin.organization.OrgDataPlugin,GlobalSea|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
PlanePacker|org.cougaar.mlm.plugin.organization.OrgDataPlugin,PlanePacker|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
ShipPacker|org.cougaar.mlm.plugin.organization.OrgDataPlugin,ShipPacker|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
TheaterGround|org.cougaar.mlm.plugin.organization.OrgDataPlugin,TheaterGround|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-27-FABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-27-FABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
125-ORDBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,125-ORDBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
130-ENGBDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,130-ENGBDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
18-PERISH-SUBPLT|org.cougaar.mlm.plugin.organization.OrgDataPlugin,18-PERISH-SUBPLT|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
181-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,181-TCBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
240-SSCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,240-SSCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
26-SSCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,26-SSCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
316-POL-SUPPLYBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,316-POL-SUPPLYBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
41-FABDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,41-FABDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
5-CORPS-ARTY|org.cougaar.mlm.plugin.organization.OrgDataPlugin,5-CORPS-ARTY|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
5-CORPS-REAR|org.cougaar.mlm.plugin.organization.OrgDataPlugin,5-CORPS-REAR|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
52-ENGBN-CBTHVY|org.cougaar.mlm.plugin.organization.OrgDataPlugin,52-ENGBN-CBTHVY|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
574-SSCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,574-SSCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
597-MAINTCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,597-MAINTCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
900-POL-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,900-POL-SUPPLYCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
FORSCOM|org.cougaar.mlm.plugin.organization.OrgDataPlugin,FORSCOM|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-1-CAVSQDN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-1-CAVSQDN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-13-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-13-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-36-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-36-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-37-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-37-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-4-ADABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-4-ADABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-41-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-41-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-501-AVNBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-501-AVNBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-94-FABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-94-FABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-AD-DIV|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-AD-DIV|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
1-BDE-1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,1-BDE-1-AD|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
109-MDM-TRKCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,109-MDM-TRKCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
11-AVN-RGT|org.cougaar.mlm.plugin.organization.OrgDataPlugin,11-AVN-RGT|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
12-AVNBDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,12-AVNBDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
125-FSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,125-FSB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
127-DASB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,127-DASB|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
141-SIGBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,141-SIGBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
15-PLS-TRKCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,15-PLS-TRKCO|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
16-ENGBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,16-ENGBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
18-MPBDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,18-MPBDE|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
19-MMC|org.cougaar.mlm.plugin.organization.OrgDataPlugin,19-MMC|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
2-3-FABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,2-3-FABN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
2-37-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,2-37-ARBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
2-4-FABN-MLRS|org.cougaar.mlm.plugin.organization.OrgDataPlugin,2-4-FABN-MLRS|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
2-501-AVNBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,2-501-AVNBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
2-6-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,2-6-INFBN|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin|org.cougaar.mlm.plugin.organization.OrgDataPlugin,plugin,0,
